ID	Pergunta	Alternativa A	Alternativa B	Alternativa C	Alternativa D	Resposta Correta	Dica	Dificuldade
186	Qual é a principal justificativa teórica para o uso de portfólios em vez de exames de múltipla escolha na avaliação de projetos criativos?	Portfólios documentam o processo de ideação, as iterações, os erros corrigidos e a reflexão metacognitiva, capturando o desenvolvimento de competências complexas que testes pontuais não medem.	Portfólios reduzem o tempo de trabalho do professor, pois a avaliação é feita automaticamente por algoritmos de inteligência artificial de leitura de imagens.	Exames de múltipla escolha exigem custos elevados de impressão, enquanto os portfólios digitais são gratuitos e não ocupam espaço físico nas escolas.	Portfólios são exigidos por leis governamentais de educação, enquanto exames de múltipla escolha foram proibidos em todo o sistema de ensino básico.	Alternativa A	Avalie qual instrumento consegue medir a evolução do pensamento ao longo do tempo.	Média
187	Segundo Mitchel Resnick, por que a transição de um paradigma focado na "resolução de problemas" (problem-solving) para a "criação de projetos" (project-creation) é necessária?	A criação de projetos engloba a resolução de problemas dentro de um contexto significativo e autoral, desenvolvendo também a capacidade de formulação de problemas (problem-finding).	A resolução de problemas matemáticos já foi totalmente automatizada por calculadoras, tornando o ensino dessa habilidade obsoleto.	A criação de projetos não exige nenhum rigor lógico, permitindo que alunos com dificuldades em matemática avancem sem barreiras.	A transição foi um requisito comercial para a venda de kits de robótica em larga escala para os governos estaduais.	Alternativa A	A inovação requer não apenas resolver o que foi entregue, mas identificar o que precisa ser resolvido.	Difícil
188	O que caracteriza um ambiente escolar afetado pelo "Tecnocentrismo"?	O discurso educacional e o orçamento concentram-se primariamente nas especificações do hardware, ignorando as mudanças epistemológicas e pedagógicas necessárias para o uso significativo da tecnologia.	A escola recusa-se categoricamente a adquirir qualquer tipo de dispositivo digital, optando por um currículo estritamente baseado em materiais impressos e aulas expositivas orais.	A presença de um laboratório onde os alunos constroem seus próprios computadores a partir de sucata eletrônica sob a supervisão de engenheiros locais.	A substituição do diretor da escola por um sistema automatizado de gestão acadêmica focado em métricas de assiduidade.	Alternativa A	O erro está em atribuir à máquina o poder de transformação que pertence à pedagogia.	Fácil
189	Em atividades de "Tinkering", a documentação (como tirar fotos do processo) possui a função principal de:	Tornar visível o pensamento do aluno ao longo do tempo, auxiliando na etapa de reflexão e no compartilhamento do processo com os pares.	Preencher os relatórios de produtividade exigidos pelos órgãos de fiscalização do estado ao final do ano letivo.	Garantir que os alunos tenham material para atualizar suas redes sociais pessoais durante o horário de aula.	Monitorar o comportamento disciplinar para aplicar sanções aos alunos que não concluírem a atividade no prazo estrito.	Alternativa A	O registro atua como memória externa para a análise das decisões tomadas.	Média
190	A afirmação de que "o computador é o Proteu das máquinas" (Papert) refere-se a qual característica do computador no contexto educacional?	À sua plasticidade extrema; o computador pode simular e transformar-se em qualquer outro instrumento ou material, dependendo exclusivamente da intenção e do código de quem o utiliza.	Ao fato de que computadores são equipamentos caros e instáveis, exigindo manutenção constante em ambientes escolares.	À capacidade do computador de proteger os dados dos alunos através de sistemas de criptografia avançados e firewalls institucionais.	À dependência de energia elétrica contínua para o funcionamento dos laboratórios de informática nas escolas públicas.	Alternativa A	Considere a figura mitológica de Proteu, que tinha o poder de assumir diversas formas físicas.	Difícil
191	A introdução do conceito de "Variáveis" em programação visual para crianças ocorre de forma mais intuitiva quando:	A variável é apresentada de forma concreta, como o "placar" (score) em um jogo desenhado pelo próprio aluno, conectando o conceito abstrato de armazenamento a uma utilidade prática visível.	O professor exige a memorização da definição formal de espaços de memória alocados dinamicamente antes da inicialização do software.	O aluno é forçado a escrever equações algébricas no quadro-negro utilizando a sintaxe C++ para declarar os tipos de dados.	A programação visual não suporta o uso de variáveis, exigindo a transição imediata para linguagens baseadas em texto para qualquer cálculo.	Alternativa A	Conceitos poderosos são apreendidos mais facilmente quando resolvem uma necessidade real do criador.	Fácil
192	O pilar "Projetos" da Aprendizagem Criativa contrasta com o modelo de "Instrução Baseada em Tarefas" (Task-based instruction) primariamente porque:	Os projetos exigem ciclos longos de iteração, ideação e design estruturado pelo aluno, enquanto as tarefas são etapas curtas, isoladas e pré-definidas pelo professor com um fim imediato.	A instrução baseada em tarefas é feita exclusivamente em grupos virtuais, enquanto projetos requerem silêncio absoluto e isolamento físico do aluno.	As tarefas são atividades extracurriculares voluntárias, enquanto os projetos compõem 100% da avaliação somativa oficial exigida pelos conselhos de educação.	Não há contraste técnico; ambos os termos são utilizados na literatura pedagógica moderna como sinônimos exatos para atividades avaliativas.	Alternativa A	Avalie a diferença de escala, autonomia e coesão narrativa entre fazer um exercício e conduzir uma investigação autoral.	Média
193	No design de atividades Maker, o que significa projetar com "Paredes Amplas" (Wide Walls) em mente?	Garantir que os materiais e a proposta temática permitam aos aprendizes construir soluções estruturalmente diferentes, refletindo uma multiplicidade de interesses, contextos culturais e estilos cognitivos.	Utilizar projeções mapeadas (video mapping) nas paredes físicas da sala de aula para exibir códigos de programação em grande escala e alta resolução.	Remover as restrições de tempo da grade escolar, permitindo que os alunos permaneçam no laboratório maker indefinidamente após o horário regulamentar.	Proibir o uso de pequenos componentes eletrônicos (como LEDs e resistores) para focar exclusivamente na construção de grandes estruturas de madeira e metal.	Alternativa A	Trata-se da versatilidade da ferramenta para apoiar a diversidade da turma escolar.	Média
194	Qual é a implicação prática do "Pluralismo Epistemológico" na avaliação de uma turma de programação criativa?	O professor deve reconhecer e validar tanto os alunos que utilizam o planejamento sistemático e estruturado (top-down) quanto os que utilizam a experimentação iterativa e a bricolagem (bottom-up).	A escola deve aplicar provas teóricas com questões baseadas em diversas filosofias diferentes para garantir a neutralidade curricular.	O código fonte de todos os alunos deve ser idêntico ao final da aula, garantindo a uniformidade de conhecimento exigida pelos padrões de qualidade educacional.	A avaliação deve focar apenas no funcionamento mecânico do robô, ignorando completamente as decisões lógicas tomadas durante o processo de montagem e programação.	Alternativa A	Reconhecer que não existe um único "modo correto" de pensar para alcançar um objetivo válido.	Difícil
195	No ciclo de vida de um projeto na comunidade Scratch, qual prática melhor exemplifica o pilar "Pares" (Peers)?	Um usuário encontra um erro em seu próprio código, publica o projeto solicitando ajuda, e outros membros da comunidade propõem soluções testando versões remixadas do algoritmo.	O professor divide a sala em duplas fixas e proíbe a comunicação entre os diferentes grupos para manter a ordem e o silêncio durante a execução da prova prática.	Um aluno desenvolve um jogo complexo em casa, salva o arquivo em um pendrive e recusa-se a mostrar o funcionamento interno aos colegas para não perder a vantagem competitiva no torneio escolar.	A direção da escola contrata programadores profissionais para revisar o código de todos os alunos antes das apresentações de fim de ano letivo.	Alternativa A	O conhecimento é tratado como um recurso distribuído e construído socialmente através da rede de participantes.	Média
